id,gebruiker_id,scan_id,toelichting,status,aangemaakt_op,bewerkt_op
1,5397,1233,presentator Peter Knegjens met snor,104,2021-11-04 12:21:21,2021-11-29 11:39:51
2,5397,1235,Anton Geesink,104,2021-11-04 12:23:07,2021-11-29 11:39:51
3,5397,1226,schilderij van koningin Juliana,104,2021-11-04 12:24:17,2021-11-29 11:39:51
4,12564,1255,Volgens mij is het een amateur Viswedstrijd,104,2021-11-04 14:35:49,2021-11-29 11:39:51
5,12564,1266,scateborden,104,2021-11-04 14:40:13,2021-11-29 11:39:51
6,12564,1269,slaapkamer,104,2021-11-04 14:41:41,2021-11-29 11:39:51
7,12564,1273,Protesten?,104,2021-11-04 14:43:30,2021-11-29 11:39:51
8,12564,1278,emplacement/spoorrails,104,2021-11-04 14:45:41,2021-11-29 11:39:51
9,12564,1280,kassencomplex,104,2021-11-04 14:46:44,2021-11-29 11:39:51
10,12564,1286,Marineschip,104,2021-11-04 14:48:55,2021-11-29 11:39:51
11,5397,1705,Robert Long,104,2021-11-05 10:08:00,2021-11-29 11:39:51
12,12564,1906,opening van een school,104,2021-11-05 15:30:18,2021-11-29 11:39:51
13,12564,2011,Padvinderij met koningin Juliana,104,2021-11-05 15:34:18,2021-11-29 11:39:51
14,5397,2040,Jan Hein Donner,104,2021-11-05 15:52:55,2021-11-29 11:39:51
15,5397,2049,prins Claus,104,2021-11-05 15:55:41,2021-11-29 11:39:51
16,13589,2057,een plaatje met humor (bordje speelplaats op straat bij een gevangenis),104,2021-11-05 16:00:03,2021-11-29 11:39:51
17,5397,2271,Barry Hulshoff,104,2021-11-05 21:22:19,2021-11-29 11:39:51
18,5397,2297,Bassie en Adriaan,104,2021-11-05 21:31:56,2021-11-29 11:39:51
19,12564,2450,verliefd paartje,104,2021-11-06 14:01:17,2021-11-29 11:39:51
20,12564,2431,wielrennen,104,2021-11-06 14:03:40,2021-11-29 11:39:51
21,12564,2457,wandelen,104,2021-11-06 14:05:43,2021-11-29 11:39:51
22,12827,2653,Categorie School of schoolplein zou ik hier willen invullen.,104,2021-11-06 21:25:19,2021-11-29 11:39:51
23,12827,2683,Woonwagenkamp,104,2021-11-06 21:28:12,2021-11-29 11:39:51
24,12827,2671,Atletiek,104,2021-11-06 21:35:33,2021-11-29 11:39:51
25,5397,2738,Martin Schröder,104,2021-11-07 10:20:27,2021-11-29 11:39:51
26,5397,2704,Rob de Nijs,104,2021-11-07 10:46:50,2021-11-29 11:39:51
27,12564,2458,parkje,104,2021-11-07 13:25:17,2021-11-29 11:39:51
28,12564,2903,voorstelling van artiest,104,2021-11-07 13:26:31,2021-11-29 11:39:51
29,12564,2842,groepsportret van een gymnastiekvereniging,104,2021-11-07 13:27:53,2021-11-29 11:39:51
30,12564,2947,plantjes stekken,104,2021-11-07 13:32:50,2021-11-29 11:39:51
31,12564,2874,priksleeën,104,2021-11-07 13:33:24,2021-11-29 11:39:51
32,12564,2902,koek en zopie,104,2021-11-07 13:33:52,2021-11-29 11:39:51
33,12564,2801,"vrouwen op een bankje met hond, niet echt een groep of een portret",104,2021-11-07 13:35:00,2021-11-29 11:39:51
34,12564,2887,Hier kan ik echt niets in ontdekken,104,2021-11-07 13:37:33,2021-12-01 09:29:13
35,12564,2832,schoenmakerij/fabriek,104,2021-11-07 13:38:17,2021-11-29 11:39:51
36,12564,2900,Kranten maker en leverancier??,104,2021-11-07 13:39:40,2021-11-29 11:39:51
37,12564,2898,Koks met schalen voor buffet,104,2021-11-07 13:41:06,2021-11-29 11:39:51
38,12564,2803,Kraakpand,104,2021-11-07 13:41:32,2021-11-29 11:39:51
39,12564,2814,Deze kan ik niet thuisbrangen,104,2021-11-07 13:42:34,2021-12-01 09:29:13
40,12564,2944,geen idee,104,2021-11-07 13:43:19,2021-12-01 09:29:13
41,12564,2892,Fruitteler,104,2021-11-07 13:44:00,2021-12-02 15:50:00
42,12564,2827,toespraak simplistisch verbond??,104,2021-11-07 13:44:52,2021-11-29 11:39:51
43,12564,2967,Vogeltentoonstelling,104,2021-11-07 13:46:13,2021-11-29 11:39:51
44,5397,3236,Rijk de Gooyer,104,2021-11-07 16:40:25,2021-11-29 11:39:51
45,5397,3237,Hans Ree,104,2021-11-07 16:42:00,2021-11-29 11:39:51
46,5397,3221,zanger Peter Koelewijn,104,2021-11-07 16:44:09,2021-11-29 11:39:51
47,5397,3239,zanger Barry Hughes,104,2021-11-07 16:53:35,2021-11-29 11:39:51
48,12564,3559,grond bouwrijp maken,104,2021-11-08 14:25:11,2021-11-29 11:39:51
49,12564,3558,kinder vakantie bouwplaats,104,2021-11-08 14:25:39,2021-11-29 11:39:51
50,12564,3523,lijkt op een schoolfeest,104,2021-11-08 14:26:37,2021-11-29 11:39:51
51,12564,3547,heeft veel weg van ambulance oefening,104,2021-11-08 14:27:24,2021-11-29 11:39:51
52,12564,3475,verschillende sportploegen nemen afscheid na een tournooi,104,2021-11-08 14:28:51,2021-11-29 11:39:51
53,12564,3534,Seinhuis voor de scheepvaart?,104,2021-11-08 14:29:46,2021-11-29 11:39:51
54,12564,3524,Kanmtoor bij sleepbootmaatschappij,104,2021-11-08 14:31:14,2021-11-29 11:39:51
55,12564,3548,Onthulling gedenkteken of naamplaat waarschijnlijk van  een militair vliegveld,104,2021-11-08 14:33:54,2021-11-29 11:39:51
56,12564,3502,straatnaambord beschadigd,104,2021-11-08 14:34:33,2021-11-29 11:39:51
57,12564,3502,beschadigd straatnaambord,104,2021-11-08 14:34:56,2021-11-29 11:39:51
58,12564,3457,Weiland,104,2021-11-08 14:37:02,2021-11-29 11:39:51
59,12564,3577,Bord met sluizencomplex erop van IJmuiden,104,2021-11-08 14:39:04,2021-11-29 12:09:03
60,12827,2648,Optuigen wagens voor bloemencorso.,104,2021-11-08 17:23:40,2021-11-29 12:09:03
61,12564,4147,glas weggooien,104,2021-11-09 12:48:49,2021-11-29 12:09:03
62,12564,4149,demonstratie wolspinnen vermoedelijk op tentoonstelling,104,2021-11-09 12:49:52,2021-11-29 12:09:03
63,12564,4151,bijeenkomst,104,2021-11-09 12:50:42,2021-11-29 12:09:03
64,12564,4156,acteur Croiset in vrachtwagencabine,104,2021-11-09 12:52:24,2021-11-29 12:09:03
65,12564,4157,Bekende sportverslaggeven maar kan even niet op zijn naam komen,104,2021-11-09 12:53:53,2021-11-29 12:09:03
66,12564,4163,trein-emplacement,104,2021-11-09 12:55:58,2021-11-29 12:09:03
67,12564,4164,werk aan de weg,104,2021-11-10 08:37:50,2021-11-29 12:09:03
68,12564,4762,tekencursus volwassenen,104,2021-11-10 08:38:28,2021-11-29 12:09:03
69,12564,4772,afgewaaide tak,104,2021-11-10 08:39:32,2021-11-29 12:09:03
70,12564,4796,edelstenen in vitrine,104,2021-11-10 08:40:22,2021-11-29 12:09:03
71,12564,4798,ontvangst volkloregroep,104,2021-11-10 08:41:04,2021-11-29 12:09:03
72,12564,4779,rioolput???,104,2021-11-10 08:42:15,2021-11-29 12:09:03
73,12564,4816,winkel binnen,104,2021-11-10 08:42:41,2021-11-29 12:09:03
74,12564,4771,bollen pellen,104,2021-11-10 08:44:02,2021-11-29 12:09:03
75,12564,4753,industrie terrein,104,2021-11-10 08:44:50,2021-11-29 12:09:03
76,12564,4748,receptie,104,2021-11-10 08:45:41,2021-11-29 12:09:03
77,12564,4809,demonstratie met een knipoog,104,2021-11-10 08:46:22,2021-11-29 12:09:03
78,12564,4817,Jeroen Krabbé en ??? na een première???,104,2021-11-10 08:47:30,2021-11-29 12:09:03
79,12564,4821,Begroeting,104,2021-11-10 08:49:33,2021-11-29 12:09:03
80,12564,4791,schaaktournooi,104,2021-11-10 08:51:48,2021-11-29 12:09:03
81,12564,4803,demonstratie,104,2021-11-10 08:52:48,2021-11-29 12:09:03
82,12564,4808,trappenhuis,104,2021-11-10 08:53:24,2021-12-02 14:11:45
83,12564,4805,lachende man in steegje achter huizen,104,2021-11-10 08:54:10,2021-12-02 14:11:45
84,12564,4768,Jan Lammers,104,2021-11-10 08:54:32,2021-11-29 12:09:03
85,12564,4806,fitness,104,2021-11-10 08:56:25,2021-12-02 14:11:45
86,3474,4856,halve foto..,104,2021-11-10 12:15:34,2021-11-29 12:09:03
87,97,5061,Kegelen staat niet in de lijst,104,2021-11-10 16:21:05,2021-11-29 12:09:03
88,3474,5759,Televisiekijken zou als Theater gezien kunnen worden....,104,2021-11-11 20:07:48,2021-11-29 12:09:03
89,3474,5771,"jeu de boule in park, geen aparte categorie",104,2021-11-11 20:14:10,2021-11-29 12:09:03
90,3474,5778,"loodgieter in zijn werkplaats, kan ik geen fabriek noemen...",104,2021-11-11 20:17:33,2021-11-29 12:09:03
91,3474,5789,"lopend buffet, is geen keuken of etende mensen....",104,2021-11-11 20:34:55,2021-11-29 12:09:03
92,3474,5840,"vuurwerk kan ik niet plaatsen, misschien oud/nieuw categorie ?",104,2021-11-11 21:19:46,2021-11-29 12:09:03
93,12827,5863,Toren in de zin van zendmast.,104,2021-11-11 21:33:29,2021-11-29 12:09:03
94,3474,5868,"planners met een kaart, geen categorie gevonden",104,2021-11-12 01:05:22,2021-11-29 12:09:03
95,3474,5872,geluidsstudio,104,2021-11-12 01:06:59,2021-11-29 12:09:03
96,3474,5875,foto van krant / reproductie,104,2021-11-12 01:08:23,2021-11-29 12:09:03
97,3474,5899,bobslee [sport overig],104,2021-11-12 12:47:27,2021-11-29 12:09:03
98,3474,5926,kogelslingeren [sport overig],104,2021-11-12 14:30:38,2021-11-29 12:09:03
99,3474,5936,reparatie bij sportcomplex ?,104,2021-11-12 14:33:45,2021-11-29 12:09:03
100,3474,5958,rails helaas geen trein maar wel gerelateerd..,104,2021-11-12 14:43:34,2021-11-29 12:09:03
101,2535,5963,Ik denk dat het hier om de kunstenaar/schilder van het kunstwerk gaat. Wellicht is de naam van deze kunstenaar al in de database bekend.,104,2021-11-12 15:44:12,2021-11-29 15:53:49
102,2535,5998,"Op de foto te zien: Prinses Beatrix. Omdat er een boompje op de voorgrond staat denk ik dat het om een Oranjeboom gaat, en dus een herdenking.",104,2021-11-12 16:21:48,2021-11-29 12:09:03
103,2535,6026,Koningin Julia ontvangt ...,104,2021-11-12 16:45:19,2021-11-29 12:09:03
104,2535,6027,Ik denk dat dit onderdeel is van een televisieopname. Ik heb gezocht op Delpher naar de tekst 'Naastenliefde kent geen mini-mode' wat je op het bord ziet staan. Dit leverde een paar keer een hit op van een krant onder de kop 'Televisieprogramma's'. Ik kon niet bedenken in welke categorie dit zou passen.,104,2021-11-12 16:53:43,2021-11-29 12:09:03
105,3474,6046,spelende kinderen,104,2021-11-12 17:03:34,2021-11-29 12:09:03
106,3474,6093,"sociale werkplaats, ? fabriek of niet...",104,2021-11-12 17:16:04,2021-11-29 12:09:03
107,3474,6132,drukwerk/repro?,104,2021-11-12 19:19:28,2021-11-29 12:09:03
108,3474,6189,judo [sport overig],104,2021-11-12 19:41:29,2021-11-29 12:09:03
109,2535,6195,Gezien de leuzen op de posters op de muur met over FNV en staken denk ik dat het hier om een staking van e.o.a. beroepsgroep gaat. Ik heb daarom gekozen voor de categorie demonstratie.,104,2021-11-12 19:43:06,2021-11-29 12:09:03
110,3474,6222,vliegtuig simulator ...,104,2021-11-12 19:56:36,2021-11-29 12:09:03
111,2535,6227,Cabaretvoorstelling van Jos Brink met Frank Sanders en Lucie de Lange. Omdat het om cabaret gaat heb dit als Theater aangemerkt.,104,2021-11-12 20:01:54,2021-11-29 12:09:03
112,3474,6225,wapens..,104,2021-11-12 21:19:03,2021-12-02 15:50:00
113,15899,6282,Dit is een SRV rijdende kruidenier. Daar is geen toepasselijke categorie voor gegeven.,104,2021-11-12 22:20:54,2021-11-29 15:53:49
114,15899,6297,Acteur Jules Croiset?,104,2021-11-12 22:29:21,2021-11-29 15:53:49
115,15899,6312,"dit betreft fiets onderdelen, met name fietsbel.",104,2021-11-12 22:36:42,2021-11-29 15:53:49
116,15899,6313,betreft een veemarkt?,104,2021-11-12 22:37:32,2021-11-29 15:53:49
117,15899,6315,Vlgs mij een sport verslaggeving.,104,2021-11-12 22:40:08,2021-11-29 15:53:49
118,15899,6322,Dit betreft een wegomlegging,104,2021-11-12 22:52:24,2021-11-29 15:53:49
119,15899,6333,Betreft hockey,104,2021-11-12 23:01:27,2021-11-29 15:53:49
120,3474,6312,fietsbel + ?,104,2021-11-13 09:55:12,2021-11-29 15:53:49
121,3474,6319,sport overig,104,2021-11-13 10:03:39,2021-11-29 15:53:49
122,3474,6395,vuurwerk?,104,2021-11-13 14:47:33,2021-11-29 15:53:49
123,3474,6419,studio ?,104,2021-11-13 14:53:19,2021-11-29 15:53:49
124,3474,6426,"jeu de boule, sport overig ?",104,2021-11-13 14:58:15,2021-11-29 15:53:49
125,3474,6456,"parachutist, sport overig?",104,2021-11-13 18:37:19,2021-11-29 15:53:49
126,3474,6635,sport overig,104,2021-11-14 12:59:38,2021-11-29 15:53:49
127,3474,6626,sport overig,104,2021-11-14 13:01:03,2021-11-29 15:53:49
128,3474,6654,stemmen ?,104,2021-11-14 13:02:11,2021-11-29 15:53:49
129,3474,6696,prins Claus op bezoek,104,2021-11-14 16:51:34,2021-11-29 15:53:49
130,3474,6669,? watermeter ?,104,2021-11-14 16:57:41,2021-11-29 15:53:49
131,3474,6721,sociale werkplaats...,104,2021-11-14 17:05:47,2021-11-29 15:53:49
132,3474,6722,sociale werkplaats ?,104,2021-11-14 17:06:58,2021-11-29 15:53:49
133,3474,6768,kranten artikel ?,104,2021-11-14 17:44:43,2021-11-29 15:53:49
134,3474,6838,sport overig,104,2021-11-14 20:36:02,2021-11-29 15:53:49
135,3474,6840,schiphol categorie?,104,2021-11-14 20:36:58,2021-11-29 15:53:49
136,3474,6850,EHBO niet echt ziekenhuis...,104,2021-11-15 00:38:16,2021-11-29 15:53:49
137,3474,6883,bezoek Beatrix,104,2021-11-15 00:46:46,2021-11-29 15:53:49
138,3474,6884,kindervakantie??,104,2021-11-15 00:47:35,2021-11-29 15:53:49
139,3474,6939,"masseur, sportoverig ?",104,2021-11-15 11:34:01,2021-11-29 15:53:49
140,3474,6945,"mini golf, sport  overig",104,2021-11-15 11:35:29,2021-11-29 15:53:49
141,3474,6947,golf sport overig,104,2021-11-15 11:36:07,2021-11-29 15:53:49
142,2535,6883,Koningin Beatrix met ...,104,2021-11-15 12:04:34,2021-11-29 15:53:49
143,2535,6943,Ik denk dat het om een staking van de buschauffeurs gaat. Daarom aangemerkt als demonstratie.,104,2021-11-15 12:10:12,2021-11-29 15:53:49
144,2535,6984,Ik twijfelde tussen de categorieën 'voetbal' of 'borden_gevelsteen'. Ik heb uiteindelijk voor de laatste gekozen omdat alleen het embleem is gefotografeerd en niet voetballers zelf.,104,2021-11-15 12:47:52,2021-11-29 15:53:49
145,2535,7085,Ik denk hier Prinses Juliana te herkennen.,104,2021-11-15 17:11:21,2021-11-29 15:53:49
146,3474,7206,vandalisme...,104,2021-11-15 21:08:59,2021-11-29 15:53:49
147,3474,7232,wachtruimte,104,2021-11-15 21:14:13,2021-11-29 15:53:49
148,3474,7276,catering..,104,2021-11-15 21:26:23,2021-11-29 15:53:49
149,3474,7285,tribune,104,2021-11-15 21:34:30,2021-11-29 15:53:49
150,3474,7317,kantklossen / handenarbeid,104,2021-11-15 21:42:59,2021-11-29 15:53:49
151,3474,7323,hijsen van klok,104,2021-11-15 21:44:31,2021-11-29 15:53:49
152,3474,7344,receptie,104,2021-11-15 22:55:17,2021-11-29 15:53:49
153,3474,7375,andre hazes,104,2021-11-16 00:31:56,2021-11-29 15:53:49
154,3474,7386,lijkt een beurs...,104,2021-11-16 10:30:46,2021-11-29 15:53:49
155,8613,7445,Lid koninklijkhuis. Claus,104,2021-11-16 11:28:30,2021-11-29 15:53:49
156,3474,7519,Beatrix en Claus,104,2021-11-16 12:41:25,2021-11-29 15:53:49
157,3474,7535,kindervakantiewerk ?,104,2021-11-16 12:46:35,2021-11-29 15:53:49
158,12564,7519,Opening bloemenstentoonstelling door Beatrix en Claus,104,2021-11-16 13:35:21,2021-11-29 15:53:49
159,12564,7520,Barkeeper belt voor een rondje drank,104,2021-11-16 13:36:28,2021-11-29 15:53:49
160,12564,7533,In een studio,104,2021-11-16 13:37:05,2021-11-29 15:53:49
161,12564,7542,amateur goochelaar,104,2021-11-16 13:38:46,2021-11-29 15:53:49
162,12564,7537,kind bij opticien,104,2021-11-16 13:39:10,2021-11-29 15:53:49
163,12564,7545,schoolkinderen met spaarpotjes,104,2021-11-16 13:39:45,2021-11-29 15:53:49
164,12564,7539,Moluks gezin,104,2021-11-16 13:40:22,2021-11-29 15:53:49
165,12564,7541,Muziekoptreden met als presentator Dick Passchier,104,2021-11-16 13:42:15,2021-11-29 15:53:49
166,12564,7535,Knutselende kinderen,104,2021-11-16 13:42:51,2021-11-29 15:53:49
167,12564,7523,Dansmarieke,104,2021-11-16 13:43:31,2021-11-29 15:53:49
168,12564,7536,spelende kinderen op een winkelplein,104,2021-11-16 13:44:24,2021-11-29 15:53:49
169,12564,7547,Beurs,104,2021-11-16 13:45:18,2021-11-29 15:53:49
170,12564,7524,uitleg aan schoolkinderen,104,2021-11-16 13:45:45,2021-11-29 15:53:49
171,12564,7554,kinderen met een zeilboot,104,2021-11-16 13:46:59,2021-11-29 15:53:49
172,18244,7620,"Dit is een studio. Weet niet waar deze onder thuishoort.
Groet Yvon",104,2021-11-16 14:15:01,2021-11-29 15:53:49
173,3474,7745,opschrift doos ?,104,2021-11-16 16:27:53,2021-11-29 15:53:49
174,3474,7764,jeu de boules [sport overig],104,2021-11-16 16:33:33,2021-11-29 15:53:49
175,3474,7776,kranten foto?,104,2021-11-16 16:36:55,2021-11-29 15:53:49
176,3474,7821,"darten, sport overig",104,2021-11-16 16:48:07,2021-11-29 15:53:49
