id,serie_id,import_time,contactsheet_uuid,title,handed_out,finished,too_difficult,unusable,handed_out_for_checking,checked,aangemaakt_op,bewerkt_op
1060,1,2021-09-17 17:28:39,a47e91a2-54df-ff3a-7b22-5b47bd2011f5,NL-HlmNHA_1478_07860K00_25,2,2,0,0,1,1,2021-09-17 17:28:39,2021-11-23 19:18:55
1061,1,2021-09-17 17:28:39,4238003e-bdb5-4157-3883-1c129d751051,NL-HlmNHA_1478_07884K00_04,2,2,0,0,1,1,2021-09-17 17:28:39,2021-11-23 19:19:13
1062,1,2021-09-17 17:28:40,ccbdaef4-768a-7ad2-db76-6b189fa5f95a,NL-HlmNHA_1478_07899K00_24,2,2,0,0,1,1,2021-09-17 17:28:40,2021-11-23 17:53:14
1063,1,2021-09-17 17:28:40,520ae367-c991-410f-5a95-b464cfb037a8,NL-HlmNHA_1478_07924K00_24,2,2,0,0,1,1,2021-09-17 17:28:40,2021-11-23 19:19:37
1064,1,2021-09-17 17:28:40,ba5d2642-a17f-891a-89fb-0e10b07e02ad,NL-HlmNHA_1478_07936K00_02,2,2,0,0,1,1,2021-09-17 17:28:40,2021-11-23 17:53:40
1065,1,2021-09-17 17:28:40,3c6d2cb9-78d4-e4be-cc38-d1c5303af536,NL-HlmNHA_1478_07947K00_32,2,2,0,0,1,1,2021-09-17 17:28:40,2021-11-23 17:53:58
1066,1,2021-09-17 17:28:40,b88f7a90-0fa2-315f-18da-67f6f15cd64c,NL-HlmNHA_1478_07959K00_03,2,2,0,0,1,1,2021-09-17 17:28:40,2021-11-23 17:54:36
1067,1,2021-09-17 17:28:40,5ee0b7d5-5f95-0bef-e878-c01df73d6492,NL-HlmNHA_1478_07965K00_28,2,2,0,0,1,1,2021-09-17 17:28:40,2021-11-23 17:55:09
1068,1,2021-09-17 17:28:40,6e3ddec8-007b-323a-63d2-36960021440a,NL-HlmNHA_1478_07980K00_32,2,2,0,0,1,1,2021-09-17 17:28:40,2021-11-23 19:19:46
1069,1,2021-09-17 17:28:40,c9d5c65d-7d60-5e9e-63b5-13970468e919,NL-HlmNHA_1478_08052K00_10,2,2,0,0,1,1,2021-09-17 17:28:40,2021-11-23 19:22:51
1070,1,2021-09-17 17:28:41,48020b03-f141-8eeb-0d23-3d412a627407,NL-HlmNHA_1478_08086K01_27,2,2,0,0,1,1,2021-09-17 17:28:41,2021-11-23 17:55:33
1071,1,2021-09-17 17:28:41,6752fe84-3e4e-976c-86b6-2aa5faacda9c,NL-HlmNHA_1478_08113K00_21,2,2,0,0,1,1,2021-09-17 17:28:41,2021-11-23 17:55:56
1072,1,2021-09-17 17:28:42,3f4c7190-cdf5-a293-d87b-a32049f40b38,NL-HlmNHA_1478_08217K00_04,2,2,0,0,1,1,2021-09-17 17:28:42,2021-11-23 19:26:38
1073,1,2021-09-17 17:28:42,317abe1c-55fc-aa36-31ae-2064e6145abf,NL-HlmNHA_1478_08217K00_08,2,2,0,0,1,1,2021-09-17 17:28:42,2021-11-23 19:26:49
1074,1,2021-09-17 17:28:42,1d71cd6a-bef3-cdf2-bab2-b7a99889dacf,NL-HlmNHA_1478_08356K00_30,2,2,0,0,1,1,2021-09-17 17:28:42,2021-11-23 17:56:58
1075,1,2021-09-17 17:28:42,72d3a4c1-2187-f217-d062-659de515d07c,NL-HlmNHA_1478_08427K00_15,2,2,0,0,1,1,2021-09-17 17:28:42,2021-11-23 17:57:38
1076,1,2021-09-17 17:28:42,32400bbd-5f57-cb14-7b10-f0ffc45707f4,NL-HlmNHA_1478_08442K00_05,2,2,0,0,1,1,2021-09-17 17:28:42,2021-11-23 19:26:56
1077,1,2021-09-17 17:28:42,2116a15f-1550-e271-313d-8bb9e02cc491,NL-HlmNHA_1478_08448K00_05,2,2,0,0,1,1,2021-09-17 17:28:42,2021-11-23 19:27:07
1078,1,2021-09-17 17:28:42,41455ade-9607-806f-8c9c-fa64e494a8c8,NL-HlmNHA_1478_08451K00_11,2,2,0,0,1,1,2021-09-17 17:28:42,2021-11-23 17:57:56
1079,1,2021-09-17 17:28:42,f2237890-47b7-e68f-a822-1c69328858c9,NL-HlmNHA_1478_08611K00_26,2,2,0,0,1,1,2021-09-17 17:28:42,2021-11-23 19:50:55
1080,1,2021-09-17 17:28:43,4150fad9-7302-1738-2710-d24c540e8395,NL-HlmNHA_1478_08639K00_25,2,2,0,0,1,1,2021-09-17 17:28:43,2021-11-23 17:59:35
1081,1,2021-09-17 17:28:43,834cad5c-c033-c030-805a-aeae1790deb3,NL-HlmNHA_1478_08720K00_09,2,2,0,0,1,1,2021-09-17 17:28:43,2021-11-23 19:54:05
1082,1,2021-09-17 17:28:43,f644433d-b5b4-c10f-ba52-0099bd26a5c0,NL-HlmNHA_1478_08720K00_19,2,2,0,0,1,1,2021-09-17 17:28:43,2021-11-23 19:54:25
1083,1,2021-09-17 17:28:43,4070f673-ef3a-30c0-c1ba-5275645df88b,NL-HlmNHA_1478_08802K00_12,2,2,0,0,1,1,2021-09-17 17:28:43,2021-11-23 19:58:59
1084,1,2021-09-17 17:28:43,25e0578d-0d49-482b-7cd6-6a7d7c6d86d5,NL-HlmNHA_1478_08968K00_12,2,2,0,0,1,1,2021-09-17 17:28:43,2021-11-23 20:09:20
1085,1,2021-09-17 17:28:43,0a8c01eb-5e83-ab44-4ba4-ac8f8c6ce7d9,NL-HlmNHA_1478_08968K00_33,2,2,0,0,1,1,2021-09-17 17:28:43,2021-11-23 19:59:11
1086,1,2021-09-17 17:28:43,efd4e9cf-7757-89a9-2bf2-1db91e425dba,NL-HlmNHA_1478_08985K00_23,2,2,0,0,1,1,2021-09-17 17:28:43,2021-11-23 19:59:43
1087,1,2021-09-17 17:28:43,fadaeb52-a4f3-080f-8939-af0699365a9f,NL-HlmNHA_1478_09033K02_23,2,2,0,0,1,1,2021-09-17 17:28:43,2021-11-23 19:59:51
1088,1,2021-09-17 17:28:44,a7d029ad-5884-3138-bf27-68567eec7a3a,NL-HlmNHA_1478_09049K00_03,2,2,0,0,1,1,2021-09-17 17:28:44,2021-11-23 20:00:02
1089,1,2021-09-17 17:28:44,d6e639e6-b043-15bd-12b3-09d2af2a127d,NL-HlmNHA_1478_09056K00_06,2,2,0,0,1,1,2021-09-17 17:28:44,2021-11-23 20:00:14
1090,1,2021-09-17 17:28:44,0cefe0eb-c61e-6cb3-438f-bdff334f2022,NL-HlmNHA_1478_09056K00_17,2,2,0,0,1,1,2021-09-17 17:28:44,2021-11-23 20:00:26
1091,1,2021-09-17 17:28:44,2bfb9b19-5437-c046-a1b3-567e75adb394,NL-HlmNHA_1478_09079K00_30,2,2,0,0,1,1,2021-09-17 17:28:44,2021-11-23 20:00:39
1092,1,2021-09-17 17:28:44,822bbf15-6c12-0cf5-d830-a1919c27bd83,NL-HlmNHA_1478_09131K00_15,2,2,0,0,1,1,2021-09-17 17:28:44,2021-11-23 20:00:53
1093,1,2021-09-17 17:28:44,4acec7d8-7abc-8283-e4a2-1ad284b7be33,NL-HlmNHA_1478_09197K00_17,2,2,0,0,1,1,2021-09-17 17:28:44,2021-11-23 20:01:03
1094,1,2021-09-17 17:28:44,424400e4-54ad-3d44-c3e8-7449337bd2ad,NL-HlmNHA_1478_09254K00_38,2,2,0,0,1,1,2021-09-17 17:28:44,2021-11-23 20:01:13
1095,1,2021-09-17 17:28:44,cff17e7d-06c6-95f9-9a45-8d6f0f5125ae,NL-HlmNHA_1478_09290K01_34,2,2,0,0,1,1,2021-09-17 17:28:44,2021-11-23 20:01:24
1096,1,2021-09-17 17:28:45,edb4f72f-e5de-8260-731f-65d153627f8e,NL-HlmNHA_1478_09314K02_01,2,2,0,0,1,1,2021-09-17 17:28:45,2021-11-23 20:01:55
1097,1,2021-09-17 17:28:45,5d77f535-d586-1dd5-2e37-9a230cf4aef8,NL-HlmNHA_1478_09314K02_03,2,2,0,0,1,1,2021-09-17 17:28:45,2021-11-23 20:02:28
1098,1,2021-09-17 17:28:45,f7c6c6f9-30ff-0f33-8493-67b9ce3ba59e,NL-HlmNHA_1478_09363K02_01,2,2,0,0,1,1,2021-09-17 17:28:45,2021-11-23 20:02:50
1099,1,2021-09-17 17:28:45,6558faf4-6669-0202-b0fc-b3e7e058478a,NL-HlmNHA_1478_09370K02_03,2,2,0,0,1,1,2021-09-17 17:28:45,2021-11-23 20:03:04
1100,1,2021-09-17 17:28:45,4f9cc2b4-7bcf-52d4-13cc-e38ca5736d6b,NL-HlmNHA_1478_09391K00_06,2,2,0,0,1,1,2021-09-17 17:28:45,2021-11-23 20:03:33
